At time 2022-05-01T00:00:00, tele=1, target=167, exp_time=1
At time 2022-05-01T04:06:00, tele=2, target=167, exp_time=1
At time 2022-05-01T04:07:00, tele=3, target=167, exp_time=1
At time 2022-05-01T04:08:00, tele=4, target=167, exp_time=1
At time 2022-05-01T04:09:00, tele=5, target=167, exp_time=1
At time 2022-05-01T04:10:00, tele=1, target=268, exp_time=1
At time 2022-05-01T04:11:00, tele=2, target=268, exp_time=1
At time 2022-05-01T04:12:00, tele=3, target=268, exp_time=1
At time 2022-05-01T04:13:00, tele=4, target=268, exp_time=1
At time 2022-05-01T04:14:00, tele=5, target=268, exp_time=1
At time 2022-05-01T04:10:00, tele=1, target=168, exp_time=1
At time 2022-05-01T04:11:00, tele=2, target=168, exp_time=1
At time 2022-05-01T04:12:00, tele=3, target=168, exp_time=1
At time 2022-05-01T04:13:00, tele=4, target=168, exp_time=1
At time 2022-05-01T04:14:00, tele=5, target=168, exp_time=1
At time 2022-05-01T04:15:00, tele=1, target=269, exp_time=1
At time 2022-05-01T04:16:00, tele=2, target=269, exp_time=1
At time 2022-05-01T04:17:00, tele=3, target=269, exp_time=1
At time 2022-05-01T04:18:00, tele=4, target=269, exp_time=1
At time 2022-05-01T04:19:00, tele=5, target=269, exp_time=1
At time 2022-05-01T04:15:00, tele=1, target=169, exp_time=1
At time 2022-05-01T04:16:00, tele=2, target=169, exp_time=1
At time 2022-05-01T04:17:00, tele=3, target=169, exp_time=1
At time 2022-05-01T04:18:00, tele=4, target=169, exp_time=1
At time 2022-05-01T04:19:00, tele=5, target=169, exp_time=1
At time 2022-05-01T04:20:00, tele=1, target=270, exp_time=1
At time 2022-05-01T04:21:00, tele=2, target=270, exp_time=1
At time 2022-05-01T04:22:00, tele=3, target=270, exp_time=1
At time 2022-05-01T04:23:00, tele=4, target=270, exp_time=1
At time 2022-05-01T04:24:00, tele=5, target=270, exp_time=1
At time 2022-05-01T04:20:00, tele=1, target=170, exp_time=1
At time 2022-05-01T04:21:00, tele=2, target=170, exp_time=1
At time 2022-05-01T04:22:00, tele=3, target=170, exp_time=1
At time 2022-05-01T04:23:00, tele=4, target=170, exp_time=1
At time 2022-05-01T04:24:00, tele=5, target=170, exp_time=1
At time 2022-05-01T04:25:00, tele=1, target=179, exp_time=1
At time 2022-05-01T04:26:00, tele=2, target=179, exp_time=1
At time 2022-05-01T04:27:00, tele=3, target=179, exp_time=1
At time 2022-05-01T04:28:00, tele=4, target=179, exp_time=1
At time 2022-05-01T04:29:00, tele=5, target=179, exp_time=1
At time 2022-05-01T04:25:00, tele=1, target=171, exp_time=1
At time 2022-05-01T04:26:00, tele=2, target=171, exp_time=1
At time 2022-05-01T04:27:00, tele=3, target=171, exp_time=1
At time 2022-05-01T04:28:00, tele=4, target=171, exp_time=1
At time 2022-05-01T04:29:00, tele=5, target=171, exp_time=1
At time 2022-05-01T04:30:00, tele=1, target=271, exp_time=1
At time 2022-05-01T04:31:00, tele=2, target=271, exp_time=1
At time 2022-05-01T04:32:00, tele=3, target=271, exp_time=1
At time 2022-05-01T04:33:00, tele=4, target=271, exp_time=1
At time 2022-05-01T04:34:00, tele=5, target=271, exp_time=1
At time 2022-05-01T04:30:00, tele=1, target=172, exp_time=1
At time 2022-05-01T04:31:00, tele=2, target=172, exp_time=1
At time 2022-05-01T04:32:00, tele=3, target=172, exp_time=1
At time 2022-05-01T04:33:00, tele=4, target=172, exp_time=1
At time 2022-05-01T04:34:00, tele=5, target=172, exp_time=1
At time 2022-05-01T04:35:00, tele=1, target=272, exp_time=1
At time 2022-05-01T04:36:00, tele=2, target=272, exp_time=1
At time 2022-05-01T04:37:00, tele=3, target=272, exp_time=1
At time 2022-05-01T04:38:00, tele=4, target=272, exp_time=1
At time 2022-05-01T04:39:00, tele=5, target=272, exp_time=1
At time 2022-05-01T04:35:00, tele=1, target=187, exp_time=1
At time 2022-05-01T04:36:00, tele=2, target=187, exp_time=1
At time 2022-05-01T04:37:00, tele=3, target=187, exp_time=1
At time 2022-05-01T04:38:00, tele=4, target=187, exp_time=1
At time 2022-05-01T04:39:00, tele=5, target=187, exp_time=1
At time 2022-05-01T04:40:00, tele=1, target=188, exp_time=1
At time 2022-05-01T04:41:00, tele=2, target=188, exp_time=1
At time 2022-05-01T04:42:00, tele=3, target=188, exp_time=1
At time 2022-05-01T04:43:00, tele=4, target=188, exp_time=1
At time 2022-05-01T04:44:00, tele=5, target=188, exp_time=1
At time 2022-05-01T04:40:00, tele=1, target=173, exp_time=1
At time 2022-05-01T04:41:00, tele=2, target=173, exp_time=1
At time 2022-05-01T04:42:00, tele=3, target=173, exp_time=1
At time 2022-05-01T04:43:00, tele=4, target=173, exp_time=1
At time 2022-05-01T04:44:00, tele=5, target=173, exp_time=1
At time 2022-05-01T04:45:00, tele=1, target=189, exp_time=1
At time 2022-05-01T04:46:00, tele=2, target=189, exp_time=1
At time 2022-05-01T04:47:00, tele=3, target=189, exp_time=1
At time 2022-05-01T04:48:00, tele=4, target=189, exp_time=1
At time 2022-05-01T04:49:00, tele=5, target=189, exp_time=1
At time 2022-05-01T04:45:00, tele=1, target=425, exp_time=1
At time 2022-05-01T04:46:00, tele=2, target=425, exp_time=1
At time 2022-05-01T04:47:00, tele=3, target=425, exp_time=1
At time 2022-05-01T04:48:00, tele=4, target=425, exp_time=1
At time 2022-05-01T04:49:00, tele=5, target=425, exp_time=1
At time 2022-05-01T04:50:00, tele=1, target=190, exp_time=1
At time 2022-05-01T04:51:00, tele=2, target=190, exp_time=1
At time 2022-05-01T04:52:00, tele=3, target=190, exp_time=1
At time 2022-05-01T04:53:00, tele=4, target=190, exp_time=1
At time 2022-05-01T04:54:00, tele=5, target=190, exp_time=1
At time 2022-05-01T04:50:00, tele=1, target=419, exp_time=1
At time 2022-05-01T04:51:00, tele=2, target=419, exp_time=1
At time 2022-05-01T04:52:00, tele=3, target=419, exp_time=1
At time 2022-05-01T04:53:00, tele=4, target=419, exp_time=1
At time 2022-05-01T04:54:00, tele=5, target=419, exp_time=1
At time 2022-05-01T04:55:00, tele=1, target=191, exp_time=1
At time 2022-05-01T04:56:00, tele=2, target=191, exp_time=1
At time 2022-05-01T04:57:00, tele=3, target=191, exp_time=1
At time 2022-05-01T04:58:00, tele=4, target=191, exp_time=1
At time 2022-05-01T04:59:00, tele=5, target=191, exp_time=1
At time 2022-05-01T04:55:00, tele=1, target=426, exp_time=1
At time 2022-05-01T04:56:00, tele=2, target=426, exp_time=1
At time 2022-05-01T04:57:00, tele=3, target=426, exp_time=1
At time 2022-05-01T04:58:00, tele=4, target=426, exp_time=1
At time 2022-05-01T04:59:00, tele=5, target=426, exp_time=1
At time 2022-05-01T05:00:00, tele=1, target=180, exp_time=1
At time 2022-05-01T05:01:00, tele=2, target=180, exp_time=1
At time 2022-05-01T05:02:00, tele=3, target=180, exp_time=1
At time 2022-05-01T05:03:00, tele=4, target=180, exp_time=1
At time 2022-05-01T05:04:00, tele=5, target=180, exp_time=1
At time 2022-05-01T05:00:00, tele=1, target=420, exp_time=1
At time 2022-05-01T05:01:00, tele=2, target=420, exp_time=1
At time 2022-05-01T05:02:00, tele=3, target=420, exp_time=1
At time 2022-05-01T05:03:00, tele=4, target=420, exp_time=1
At time 2022-05-01T05:04:00, tele=5, target=420, exp_time=1
At time 2022-05-01T05:05:00, tele=1, target=273, exp_time=1
At time 2022-05-01T05:06:00, tele=2, target=273, exp_time=1
At time 2022-05-01T05:07:00, tele=3, target=273, exp_time=1
At time 2022-05-01T05:08:00, tele=4, target=273, exp_time=1
At time 2022-05-01T05:09:00, tele=5, target=273, exp_time=1
At time 2022-05-01T05:05:00, tele=1, target=174, exp_time=1
At time 2022-05-01T05:06:00, tele=2, target=174, exp_time=1
At time 2022-05-01T05:07:00, tele=3, target=174, exp_time=1
At time 2022-05-01T05:08:00, tele=4, target=174, exp_time=1
At time 2022-05-01T05:09:00, tele=5, target=174, exp_time=1
At time 2022-05-01T05:10:00, tele=1, target=428, exp_time=1
At time 2022-05-01T05:11:00, tele=2, target=428, exp_time=1
At time 2022-05-01T05:12:00, tele=3, target=428, exp_time=1
At time 2022-05-01T05:13:00, tele=4, target=428, exp_time=1
At time 2022-05-01T05:14:00, tele=5, target=428, exp_time=1
At time 2022-05-01T05:10:00, tele=1, target=421, exp_time=1
At time 2022-05-01T05:11:00, tele=2, target=421, exp_time=1
At time 2022-05-01T05:12:00, tele=3, target=421, exp_time=1
At time 2022-05-01T05:13:00, tele=4, target=421, exp_time=1
At time 2022-05-01T05:14:00, tele=5, target=421, exp_time=1
At time 2022-05-01T05:15:00, tele=1, target=427, exp_time=1
At time 2022-05-01T05:16:00, tele=2, target=427, exp_time=1
At time 2022-05-01T05:17:00, tele=3, target=427, exp_time=1
At time 2022-05-01T05:18:00, tele=4, target=427, exp_time=1
At time 2022-05-01T05:19:00, tele=5, target=427, exp_time=1
At time 2022-05-01T05:15:00, tele=1, target=434, exp_time=1
At time 2022-05-01T05:16:00, tele=2, target=434, exp_time=1
At time 2022-05-01T05:17:00, tele=3, target=434, exp_time=1
At time 2022-05-01T05:18:00, tele=4, target=434, exp_time=1
At time 2022-05-01T05:19:00, tele=5, target=434, exp_time=1
At time 2022-05-01T05:20:00, tele=1, target=429, exp_time=1
At time 2022-05-01T05:21:00, tele=2, target=429, exp_time=1
At time 2022-05-01T05:22:00, tele=3, target=429, exp_time=1
At time 2022-05-01T05:23:00, tele=4, target=429, exp_time=1
At time 2022-05-01T05:24:00, tele=5, target=429, exp_time=1
At time 2022-05-01T05:20:00, tele=1, target=433, exp_time=1
At time 2022-05-01T05:21:00, tele=2, target=433, exp_time=1
At time 2022-05-01T05:22:00, tele=3, target=433, exp_time=1
At time 2022-05-01T05:23:00, tele=4, target=433, exp_time=1
At time 2022-05-01T05:24:00, tele=5, target=433, exp_time=1
At time 2022-05-01T05:25:00, tele=1, target=274, exp_time=1
At time 2022-05-01T05:26:00, tele=2, target=274, exp_time=1
At time 2022-05-01T05:27:00, tele=3, target=274, exp_time=1
At time 2022-05-01T05:28:00, tele=4, target=274, exp_time=1
At time 2022-05-01T05:29:00, tele=5, target=274, exp_time=1
At time 2022-05-01T05:25:00, tele=1, target=436, exp_time=1
At time 2022-05-01T05:26:00, tele=2, target=436, exp_time=1
At time 2022-05-01T05:27:00, tele=3, target=436, exp_time=1
At time 2022-05-01T05:28:00, tele=4, target=436, exp_time=1
At time 2022-05-01T05:29:00, tele=5, target=436, exp_time=1
At time 2022-05-01T05:30:00, tele=1, target=435, exp_time=1
At time 2022-05-01T05:31:00, tele=2, target=435, exp_time=1
At time 2022-05-01T05:32:00, tele=3, target=435, exp_time=1
At time 2022-05-01T05:33:00, tele=4, target=435, exp_time=1
At time 2022-05-01T05:34:00, tele=5, target=435, exp_time=1
At time 2022-05-01T05:30:00, tele=1, target=438, exp_time=1
At time 2022-05-01T05:31:00, tele=2, target=438, exp_time=1
At time 2022-05-01T05:32:00, tele=3, target=438, exp_time=1
At time 2022-05-01T05:33:00, tele=4, target=438, exp_time=1
At time 2022-05-01T05:34:00, tele=5, target=438, exp_time=1
At time 2022-05-01T05:35:00, tele=1, target=181, exp_time=1
At time 2022-05-01T05:36:00, tele=2, target=181, exp_time=1
At time 2022-05-01T05:37:00, tele=3, target=181, exp_time=1
At time 2022-05-01T05:38:00, tele=4, target=181, exp_time=1
At time 2022-05-01T05:39:00, tele=5, target=181, exp_time=1
At time 2022-05-01T05:35:00, tele=1, target=437, exp_time=1
At time 2022-05-01T05:36:00, tele=2, target=437, exp_time=1
At time 2022-05-01T05:37:00, tele=3, target=437, exp_time=1
At time 2022-05-01T05:38:00, tele=4, target=437, exp_time=1
At time 2022-05-01T05:39:00, tele=5, target=437, exp_time=1
At time 2022-05-01T05:40:00, tele=1, target=439, exp_time=1
At time 2022-05-01T05:41:00, tele=2, target=439, exp_time=1
At time 2022-05-01T05:42:00, tele=3, target=439, exp_time=1
At time 2022-05-01T05:43:00, tele=4, target=439, exp_time=1
At time 2022-05-01T05:44:00, tele=5, target=439, exp_time=1
At time 2022-05-01T05:40:00, tele=1, target=422, exp_time=1
At time 2022-05-01T05:41:00, tele=2, target=422, exp_time=1
At time 2022-05-01T05:42:00, tele=3, target=422, exp_time=1
At time 2022-05-01T05:43:00, tele=4, target=422, exp_time=1
At time 2022-05-01T05:44:00, tele=5, target=422, exp_time=1
At time 2022-05-01T05:45:00, tele=1, target=440, exp_time=1
At time 2022-05-01T05:46:00, tele=2, target=440, exp_time=1
At time 2022-05-01T05:47:00, tele=3, target=440, exp_time=1
At time 2022-05-01T05:48:00, tele=4, target=440, exp_time=1
At time 2022-05-01T05:49:00, tele=5, target=440, exp_time=1
At time 2022-05-01T05:45:00, tele=1, target=175, exp_time=1
At time 2022-05-01T05:46:00, tele=2, target=175, exp_time=1
At time 2022-05-01T05:47:00, tele=3, target=175, exp_time=1
At time 2022-05-01T05:48:00, tele=4, target=175, exp_time=1
At time 2022-05-01T05:49:00, tele=5, target=175, exp_time=1
At time 2022-05-01T05:50:00, tele=1, target=430, exp_time=1
At time 2022-05-01T05:51:00, tele=2, target=430, exp_time=1
At time 2022-05-01T05:52:00, tele=3, target=430, exp_time=1
At time 2022-05-01T05:53:00, tele=4, target=430, exp_time=1
At time 2022-05-01T05:54:00, tele=5, target=430, exp_time=1
At time 2022-05-01T05:50:00, tele=1, target=460, exp_time=1
At time 2022-05-01T05:51:00, tele=2, target=460, exp_time=1
At time 2022-05-01T05:52:00, tele=3, target=460, exp_time=1
At time 2022-05-01T05:53:00, tele=4, target=460, exp_time=1
At time 2022-05-01T05:54:00, tele=5, target=460, exp_time=1
At time 2022-05-01T05:55:00, tele=1, target=275, exp_time=1
At time 2022-05-01T05:56:00, tele=2, target=275, exp_time=1
At time 2022-05-01T05:57:00, tele=3, target=275, exp_time=1
At time 2022-05-01T05:58:00, tele=4, target=275, exp_time=1
At time 2022-05-01T05:59:00, tele=5, target=275, exp_time=1
At time 2022-05-01T05:55:00, tele=1, target=423, exp_time=1
At time 2022-05-01T05:56:00, tele=2, target=423, exp_time=1
At time 2022-05-01T05:57:00, tele=3, target=423, exp_time=1
At time 2022-05-01T05:58:00, tele=4, target=423, exp_time=1
At time 2022-05-01T05:59:00, tele=5, target=423, exp_time=1
At time 2022-05-01T06:00:00, tele=1, target=454, exp_time=1
At time 2022-05-01T06:01:00, tele=2, target=454, exp_time=1
At time 2022-05-01T06:02:00, tele=3, target=454, exp_time=1
At time 2022-05-01T06:03:00, tele=4, target=454, exp_time=1
At time 2022-05-01T06:04:00, tele=5, target=454, exp_time=1
At time 2022-05-01T06:00:00, tele=1, target=462, exp_time=1
At time 2022-05-01T06:01:00, tele=2, target=462, exp_time=1
At time 2022-05-01T06:02:00, tele=3, target=462, exp_time=1
At time 2022-05-01T06:03:00, tele=4, target=462, exp_time=1
At time 2022-05-01T06:04:00, tele=5, target=462, exp_time=1
At time 2022-05-01T06:05:00, tele=1, target=452, exp_time=1
At time 2022-05-01T06:06:00, tele=2, target=452, exp_time=1
At time 2022-05-01T06:07:00, tele=3, target=452, exp_time=1
At time 2022-05-01T06:08:00, tele=4, target=452, exp_time=1
At time 2022-05-01T06:09:00, tele=5, target=452, exp_time=1
At time 2022-05-01T06:05:00, tele=1, target=461, exp_time=1
At time 2022-05-01T06:06:00, tele=2, target=461, exp_time=1
At time 2022-05-01T06:07:00, tele=3, target=461, exp_time=1
At time 2022-05-01T06:08:00, tele=4, target=461, exp_time=1
At time 2022-05-01T06:09:00, tele=5, target=461, exp_time=1
At time 2022-05-01T06:10:00, tele=1, target=182, exp_time=1
At time 2022-05-01T06:11:00, tele=2, target=182, exp_time=1
At time 2022-05-01T06:12:00, tele=3, target=182, exp_time=1
At time 2022-05-01T06:13:00, tele=4, target=182, exp_time=1
At time 2022-05-01T06:14:00, tele=5, target=182, exp_time=1
At time 2022-05-01T06:10:00, tele=1, target=463, exp_time=1
At time 2022-05-01T06:11:00, tele=2, target=463, exp_time=1
At time 2022-05-01T06:12:00, tele=3, target=463, exp_time=1
At time 2022-05-01T06:13:00, tele=4, target=463, exp_time=1
At time 2022-05-01T06:14:00, tele=5, target=463, exp_time=1
At time 2022-05-01T06:15:00, tele=1, target=431, exp_time=1
At time 2022-05-01T06:16:00, tele=2, target=431, exp_time=1
At time 2022-05-01T06:17:00, tele=3, target=431, exp_time=1
At time 2022-05-01T06:18:00, tele=4, target=431, exp_time=1
At time 2022-05-01T06:19:00, tele=5, target=431, exp_time=1
At time 2022-05-01T06:15:00, tele=1, target=176, exp_time=1
At time 2022-05-01T06:16:00, tele=2, target=176, exp_time=1
At time 2022-05-01T06:17:00, tele=3, target=176, exp_time=1
At time 2022-05-01T06:18:00, tele=4, target=176, exp_time=1
At time 2022-05-01T06:19:00, tele=5, target=176, exp_time=1
At time 2022-05-01T06:20:00, tele=1, target=455, exp_time=1
At time 2022-05-01T06:21:00, tele=2, target=455, exp_time=1
At time 2022-05-01T06:22:00, tele=3, target=455, exp_time=1
At time 2022-05-01T06:23:00, tele=4, target=455, exp_time=1
At time 2022-05-01T06:24:00, tele=5, target=455, exp_time=1
At time 2022-05-01T06:20:00, tele=1, target=465, exp_time=1
At time 2022-05-01T06:21:00, tele=2, target=465, exp_time=1
At time 2022-05-01T06:22:00, tele=3, target=465, exp_time=1
At time 2022-05-01T06:23:00, tele=4, target=465, exp_time=1
At time 2022-05-01T06:24:00, tele=5, target=465, exp_time=1
At time 2022-05-01T06:25:00, tele=1, target=276, exp_time=1
At time 2022-05-01T06:26:00, tele=2, target=276, exp_time=1
At time 2022-05-01T06:27:00, tele=3, target=276, exp_time=1
At time 2022-05-01T06:28:00, tele=4, target=276, exp_time=1
At time 2022-05-01T06:29:00, tele=5, target=276, exp_time=1
At time 2022-05-01T06:25:00, tele=1, target=464, exp_time=1
At time 2022-05-01T06:26:00, tele=2, target=464, exp_time=1
At time 2022-05-01T06:27:00, tele=3, target=464, exp_time=1
At time 2022-05-01T06:28:00, tele=4, target=464, exp_time=1
At time 2022-05-01T06:29:00, tele=5, target=464, exp_time=1
At time 2022-05-01T06:30:00, tele=1, target=453, exp_time=1
At time 2022-05-01T06:31:00, tele=2, target=453, exp_time=1
At time 2022-05-01T06:32:00, tele=3, target=453, exp_time=1
At time 2022-05-01T06:33:00, tele=4, target=453, exp_time=1
At time 2022-05-01T06:34:00, tele=5, target=453, exp_time=1
At time 2022-05-01T06:30:00, tele=1, target=467, exp_time=1
At time 2022-05-01T06:31:00, tele=2, target=467, exp_time=1
At time 2022-05-01T06:32:00, tele=3, target=467, exp_time=1
At time 2022-05-01T06:33:00, tele=4, target=467, exp_time=1
At time 2022-05-01T06:34:00, tele=5, target=467, exp_time=1
At time 2022-05-01T06:35:00, tele=1, target=456, exp_time=1
At time 2022-05-01T06:36:00, tele=2, target=456, exp_time=1
At time 2022-05-01T06:37:00, tele=3, target=456, exp_time=1
At time 2022-05-01T06:38:00, tele=4, target=456, exp_time=1
At time 2022-05-01T06:39:00, tele=5, target=456, exp_time=1
At time 2022-05-01T06:35:00, tele=1, target=466, exp_time=1
At time 2022-05-01T06:36:00, tele=2, target=466, exp_time=1
At time 2022-05-01T06:37:00, tele=3, target=466, exp_time=1
At time 2022-05-01T06:38:00, tele=4, target=466, exp_time=1
At time 2022-05-01T06:39:00, tele=5, target=466, exp_time=1
At time 2022-05-01T06:40:00, tele=1, target=469, exp_time=1
At time 2022-05-01T06:41:00, tele=2, target=469, exp_time=1
At time 2022-05-01T06:42:00, tele=3, target=469, exp_time=1
At time 2022-05-01T06:43:00, tele=4, target=469, exp_time=1
At time 2022-05-01T06:44:00, tele=5, target=469, exp_time=1
At time 2022-05-01T06:40:00, tele=1, target=468, exp_time=1
At time 2022-05-01T06:41:00, tele=2, target=468, exp_time=1
At time 2022-05-01T06:42:00, tele=3, target=468, exp_time=1
At time 2022-05-01T06:43:00, tele=4, target=468, exp_time=1
At time 2022-05-01T06:44:00, tele=5, target=468, exp_time=1
